in,out,beat,dajiao_finish,on position,zukuang_finish,a1,a2,b1,b2,c1,c2,c3,c4,time
2021/11/20 4:34,2021/11/20 4:34,26,33 35,34 01,34 26,26,23,46,45,84,43,42,84,19
2021/11/20 4:35,2021/11/20 4:35,29,34 39,35 00,35 21,26,23,46,45,83,45,44,84,19
2021/11/20 4:35,2021/11/20 4:36,28,35 05,35 30,35 50,26,23,46,45,83,43,44,82,19
2021/11/20 4:36,2021/11/20 4:37,84,35 34,35 59,36 18,25,22,46,45,83,43,43,83,19
2021/11/20 4:37,2021/11/20 4:37,25,36 03,36 27,37 42,26,22,46,45,83,43,43,83,19
2021/11/20 4:37,2021/11/20 4:38,31,36 32,37 50,38 08,25,22,46,46,83,43,44,83,19
2021/11/20 4:38,2021/11/20 4:39,48,37 55,38 16,38 38,26,22,46,45,82,44,44,82,18
2021/11/20 4:39,2021/11/20 4:40,54,38 21,38 46,39 26,26,22,46,45,85,43,43,84,19
2021/11/20 4:40,2021/11/20 4:40,23,38 51,39 34,40 20,26,22,46,45,82,43,44,82,18
2021/11/20 4:40,2021/11/20 4:40,28,39 39,40 28,40 43,26,23,46,46,84,43,43,83,19
2021/11/20 4:40,2021/11/20 4:41,31,40 33,40 52,41 11,26,22,46,46,84,42,43,84,19
2021/11/20 4:41,2021/11/20 4:42,72,40 56,41 20,41 43,26,23,46,46,83,43,43,84,19
2021/11/20 4:42,2021/11/20 4:42,19,41 24,41 51,42 54,26,23,46,45,85,43,43,84,19
2021/11/20 4:43,2021/11/20 4:43,25,43 08,43 22,43 43,26,24,46,45,83,45,44,83,19
2021/11/20 4:43,2021/11/20 4:44,28,43 27,43 52,44 08,26,22,46,46,83,44,44,82,18
2021/11/20 4:44,2021/11/20 4:44,31,43 56,44 16,44 36,26,22,46,45,82,44,44,82,18
2021/11/20 4:44,2021/11/20 4:45,26,44 21,44 44,45 07,26,22,46,45,84,42,44,84,18
2021/11/20 4:45,2021/11/20 4:46,45,44 49,45 16,45 33,26,22,46,45,84,43,43,83,19
2021/11/20 4:46,2021/11/20 4:46,29,45 20,45 42,46 18,26,22,46,45,84,44,45,83,19
2021/11/20 4:46,2021/11/20 4:47,27,45 46,46 27,46 47,26,22,46,45,83,44,44,82,18
2021/11/20 4:47,2021/11/20 4:47,30,46 31,46 56,47 14,26,23,46,46,84,43,43,84,18
2021/11/20 4:47,2021/11/20 4:47,28,47 01,47 23,47 44,26,23,46,45,84,43,43,83,18
2021/11/20 4:47,2021/11/20 4:48,34,47 27,47 53,48 13,26,22,46,45,83,44,43,83,18
2021/11/20 4:49,2021/11/20 4:49,0,47 58,48 21,48 46,26,23,45,45,83,45,44,84,18
2021/11/20 4:49,2021/11/20 4:49,36,48 26,48 55,49 21,26,23,45,45,83,45,44,84,18
2021/11/20 4:49,2021/11/20 4:50,29,48 59,49 30,49 57,26,23,45,45,81,44,44,82,18
2021/11/20 4:50,2021/11/20 4:50,30,49 35,50 06,50 26,25,22,46,45,85,42,42,85,18
2021/11/20 4:50,2021/11/20 4:51,30,50 10,50 34,50 56,26,22,46,45,84,45,44,83,18
2021/11/20 4:51,2021/11/20 4:51,0,50 39,51 05,51 26,26,23,46,45,84,43,45,83,18
2021/11/20 4:51,2021/11/20 4:53,88,51 09,51 34,52 06,26,22,46,45,85,42,43,83,18
2021/11/20 4:53,2021/11/20 4:53,21,51 39,52 14,53 34,26,23,46,45,84,43,43,84,19
2021/11/20 4:54,2021/11/20 4:54,46,53 47,54 02,54 21,26,23,46,46,82,43,44,82,18
2021/11/20 4:54,2021/11/20 4:56,80,54 07,54 30,55 08,26,23,46,45,84,43,45,84,19
2021/11/20 4:56,2021/11/20 4:57,24,55 21,56 36,56 57,26,22,46,46,83,44,44,81,18
2021/11/20 4:57,2021/11/20 4:57,29,56 41,57 06,57 21,26,22,46,45,84,42,43,84,18
2021/11/20 4:57,2021/11/20 4:58,39,57 10,57 30,57 50,26,22,46,45,85,42,43,83,18
2021/11/20 4:58,2021/11/20 4:58,27,57 34,57 59,58 29,26,22,46,45,84,42,43,84,18
2021/11/20 4:59,2021/11/20 5:00,19,58 42,59 05,00 09,26,23,46,45,83,43,44,83,18
2021/11/20 5:00,2021/11/20 5:01,47,59 09,00 17,00 28,27,23,47,46,83,45,43,83,19
2021/11/20 5:01,2021/11/20 5:01,38,00 22,00 37,01 16,26,23,46,45,83,43,42,83,19
2021/11/20 5:01,2021/11/20 5:02,35,00 42,01 24,01 53,25,22,46,45,83,43,44,83,19
2021/11/20 5:02,2021/11/20 5:02,35,01 29,02 01,02 28,26,22,46,45,83,44,43,83,18
2021/11/20 5:02,2021/11/20 5:03,37,02 06,02 37,03 04,26,23,46,45,85,42,43,84,18
2021/11/20 5:03,2021/11/20 5:04,36,02 41,03 12,03 41,25,22,46,45,84,43,45,83,19
2021/11/20 5:04,2021/11/20 5:04,39,03 17,03 49,04 16,26,23,46,45,85,43,43,83,18
2021/11/20 5:04,2021/11/20 5:05,47,03 54,04 25,04 55,26,22,46,45,84,44,43,84,18
2021/11/20 5:05,2021/11/20 5:06,40,04 29,05 03,05 42,26,23,46,45,84,43,44,83,18
2021/11/20 5:06,2021/11/20 5:07,49,05 55,06 30,07 12,26,23,46,45,83,43,44,83,19
2021/11/20 5:07,2021/11/20 5:08,55,06 35,07 21,08 01,26,22,46,45,82,45,45,82,17
2021/11/20 5:08,2021/11/20 5:09,51,07 25,08 10,08 56,27,23,46,45,83,43,44,83,18
2021/11/20 5:09,2021/11/20 5:10,48,08 14,09 04,09 47,26,23,46,45,84,43,43,84,18
2021/11/20 5:10,2021/11/20 5:11,48,09 09,09 55,10 35,26,22,46,45,84,44,44,83,18
2021/11/20 5:11,2021/11/20 5:11,49,10 00,10 44,11 24,26,22,46,45,84,42,43,84,19
2021/11/20 5:11,2021/11/20 5:12,42,10 48,11 32,12 12,26,22,46,45,84,43,44,83,19
2021/11/20 5:12,2021/11/20 5:13,41,11 37,12 20,12 54,26,22,46,45,83,44,44,82,17
2021/11/20 5:13,2021/11/20 5:14,57,12 25,13 03,13 35,26,23,46,45,82,45,45,81,18
2021/11/20 5:14,2021/11/20 5:15,46,13 07,13 43,14 32,25,22,46,45,82,43,43,83,19
2021/11/20 5:15,2021/11/20 5:34,1150,13 48,14 41,15 18,26,22,46,45,83,44,43,83,17
2021/11/20 5:34,2021/11/20 5:35,77,14 45,15 27,34 28,26,22,46,45,83,43,43,83,19
2021/11/20 5:35,2021/11/20 5:36,57,15 31,34 37,35 45,25,22,46,45,83,44,42,84,19
2021/11/20 5:45,2021/11/20 5:46,65,35 57,36 51,45 53,26,22,46,45,84,44,42,84,19
2021/11/20 5:46,2021/11/20 5:47,62,47 22,47 30,47 40,26,23,46,46,83,43,43,83,19
2021/11/20 5:47,2021/11/20 5:48,73,48 35,48 43,48 53,25,22,46,45,84,43,44,83,37
2021/11/20 5:48,2021/11/20 5:49,41,49 17,49 25,49 34,26,23,46,46,83,44,44,83,37
2021/11/20 5:49,2021/11/20 5:50,61,50 17,50 25,50 35,26,23,46,46,83,44,45,82,36
2021/11/20 5:50,2021/11/20 5:51,44,51 01,51 09,51 19,26,22,46,45,83,44,44,83,36
2021/11/20 5:51,2021/11/20 5:52,40,51 42,51 50,51 59,25,21,46,45,83,44,44,83,37
2021/11/20 5:52,2021/11/20 5:52,19,52 00,52 08,52 18,26,23,47,46,83,44,44,82,37
2021/11/20 5:52,2021/11/20 5:53,48,52 48,52 56,53 06,26,22,46,45,83,44,45,83,19
2021/11/20 5:53,2021/11/20 5:53,37,53 25,53 33,53 43,25,22,46,45,83,44,44,82,37
2021/11/20 5:54,2021/11/20 5:55,43,54 46,54 54,55 04,25,22,46,45,85,42,43,84,37
2021/11/20 5:55,2021/11/20 5:55,22,55 05,55 17,55 26,26,22,46,46,83,44,43,83,37
2021/11/20 5:55,2021/11/20 5:55,20,55 24,55 35,55 45,27,23,47,46,84,43,44,84,19
2021/11/20 5:55,2021/11/20 5:56,35,55 44,55 54,56 05,26,22,47,46,83,44,42,84,19
2021/11/20 5:56,2021/11/20 5:56,33,56 03,56 14,56 40,26,23,46,45,83,45,44,83,19
2021/11/20 5:56,2021/11/20 5:57,33,56 22,56 48,57 13,26,22,46,45,83,45,46,82,19
2021/11/20 5:57,2021/11/20 5:58,35,56 53,57 22,57 46,26,22,46,45,83,42,43,82,19
2021/11/20 5:58,2021/11/20 5:58,39,57 27,57 55,58 21,26,22,46,45,84,43,43,83,18
2021/11/20 5:58,2021/11/20 5:59,53,58 00,58 29,59 00,25,22,46,45,83,45,46,82,19
2021/11/20 5:59,2021/11/20 6:00,39,58 34,59 09,59 53,26,22,46,45,82,43,44,82,18
2021/11/20 6:00,2021/11/20 6:00,32,59 13,00 02,00 32,26,21,46,45,82,44,44,83,19
2021/11/20 6:00,2021/11/20 6:01,37,00 06,00 41,01 04,26,23,46,45,84,43,44,83,18
2021/11/20 6:02,2021/11/20 6:02,28,01 17,01 50,02 16,26,23,46,45,83,44,44,84,19
2021/11/20 6:02,2021/11/20 6:02,25,01 54,02 24,02 45,26,23,46,45,85,42,43,84,19
2021/11/20 6:02,2021/11/20 6:03,29,02 29,02 53,03 09,26,23,46,46,84,44,42,84,19
2021/11/20 6:03,2021/11/20 6:03,27,02 58,03 18,03 39,26,22,46,45,84,42,43,84,19
2021/11/20 6:03,2021/11/20 6:04,36,03 22,03 47,04 06,26,22,46,45,83,44,44,84,17
2021/11/20 6:04,2021/11/20 6:05,35,03 52,04 14,04 42,26,22,46,45,85,43,43,83,19
2021/11/20 6:05,2021/11/20 6:06,37,04 55,05 24,05 45,26,23,46,45,82,44,43,82,18
2021/11/20 6:06,2021/11/20 6:06,32,05 29,05 54,06 22,26,22,46,45,83,45,45,83,18
2021/11/20 6:06,2021/11/20 6:07,51,05 58,06 30,06 54,26,22,46,45,83,44,44,83,18
2021/11/20 6:07,2021/11/20 6:07,23,06 35,07 02,07 45,25,23,46,45,83,44,44,83,19
2021/11/20 6:07,2021/11/20 6:08,25,07 07,07 53,08 08,26,22,47,45,83,45,45,83,18
2021/11/20 6:08,2021/11/20 6:08,25,07 58,08 17,08 33,26,22,46,45,83,43,43,83,19
2021/11/20 6:08,2021/11/20 6:09,27,08 21,08 42,08 58,26,23,46,46,83,45,44,83,19
2021/11/20 6:09,2021/11/20 6:09,23,08 46,09 07,09 25,26,22,46,45,83,44,44,83,18
2021/11/20 6:09,2021/11/20 6:11,95,09 11,09 33,09 48,26,23,46,45,84,43,43,84,19
2021/11/20 6:11,2021/11/20 6:12,33,10 01,11 32,12 04,26,23,46,45,82,45,45,82,18
2021/11/20 6:12,2021/11/20 6:13,38,11 37,12 12,12 37,26,22,46,45,82,44,44,82,19
2021/11/20 6:13,2021/11/20 6:13,38,12 17,12 46,13 15,26,23,46,45,83,43,43,84,18
2021/11/20 6:13,2021/11/20 6:14,37,12 51,13 24,13 53,26,23,46,45,84,42,43,84,19
2021/11/20 6:14,2021/11/20 6:15,33,14 06,14 39,15 02,26,22,46,45,84,44,43,83,19
2021/11/20 6:15,2021/11/20 6:16,33,15 15,15 44,16 08,26,23,46,45,82,44,44,81,17
2021/11/20 6:17,2021/11/20 6:17,34,16 21,16 49,17 17,26,22,46,45,84,43,43,84,19
2021/11/20 6:17,2021/11/20 6:18,40,16 54,17 26,17 51,25,22,46,45,85,43,44,85,19
2021/11/20 6:18,2021/11/20 6:18,40,17 30,18 00,18 31,26,22,46,45,83,45,44,83,19
2021/11/20 6:18,2021/11/20 6:19,34,18 04,18 39,19 11,25,22,46,45,83,43,43,83,19
2021/11/20 6:20,2021/11/20 6:20,36,19 24,19 54,20 28,25,22,46,45,83,45,45,82,18
2021/11/20 6:20,2021/11/20 6:21,39,19 58,20 37,21 04,26,22,46,45,82,44,44,82,18
2021/11/20 6:21,2021/11/20 6:22,35,20 42,21 13,21 43,26,22,46,45,84,43,43,84,19
2021/11/20 6:22,2021/11/20 6:22,36,21 17,21 52,22 18,26,22,46,45,84,44,46,83,18
2021/11/20 6:22,2021/11/20 6:23,39,21 57,22 26,22 55,25,22,46,45,83,43,43,82,19
2021/11/20 6:23,2021/11/20 6:24,41,22 31,23 03,23 33,26,22,46,45,84,43,44,83,18
2021/11/20 6:24,2021/11/20 6:24,40,23 08,23 42,24 14,26,22,46,45,85,42,43,84,19
2021/11/20 6:24,2021/11/20 6:25,32,23 46,24 22,24 54,25,23,46,45,83,43,43,84,18
2021/11/20 6:25,2021/11/20 6:25,30,24 27,25 03,25 26,26,24,46,45,84,45,44,84,19
2021/11/20 6:25,2021/11/20 6:26,36,25 07,25 34,25 56,26,23,46,45,82,44,44,81,19
2021/11/20 6:26,2021/11/20 6:26,37,25 39,26 04,26 32,26,23,46,45,83,44,44,84,19
2021/11/20 6:26,2021/11/20 6:27,26,26 09,26 41,27 09,25,22,46,45,83,45,44,82,19
2021/11/20 6:27,2021/11/20 6:27,37,26 46,27 18,27 36,26,22,46,45,82,44,45,83,18
2021/11/20 6:27,2021/11/20 6:28,40,27 22,27 44,28 12,26,22,46,45,84,42,43,84,19
2021/11/20 6:28,2021/11/20 6:30,131,27 49,28 20,28 52,26,22,46,45,85,43,43,84,19
2021/11/20 6:30,2021/11/20 6:31,35,28 25,29 00,31 03,26,23,46,45,83,44,44,82,18
2021/11/20 6:31,2021/11/20 6:31,33,29 05,31 12,31 38,26,22,46,45,83,44,44,83,19
2021/11/20 6:31,2021/11/20 6:32,24,31 17,31 47,32 11,26,22,46,45,84,44,43,85,19
2021/11/20 6:32,2021/11/20 6:32,30,31 52,32 19,32 35,26,23,46,45,83,43,43,84,18
2021/11/20 6:32,2021/11/20 6:33,27,32 24,32 43,33 05,26,22,46,45,83,42,43,83,19
2021/11/20 6:33,2021/11/20 6:34,26,33 18,33 41,34 06,26,22,46,45,84,43,43,84,19
2021/11/20 6:34,2021/11/20 6:34,40,33 46,34 15,34 32,27,23,46,45,82,43,43,82,19
2021/11/20 6:34,2021/11/20 6:35,54,34 19,34 41,35 12,26,22,46,45,82,45,44,82,17
2021/11/20 6:35,2021/11/20 6:36,32,34 46,35 20,36 07,26,23,46,45,84,43,43,85,19
2021/11/20 6:36,2021/11/20 6:36,34,35 25,36 15,36 38,26,23,46,45,85,43,44,84,18
2021/11/20 6:36,2021/11/20 6:37,37,36 20,36 46,37 12,26,22,46,45,84,43,43,84,19
2021/11/20 6:37,2021/11/20 6:38,33,36 51,37 20,37 49,26,22,46,45,85,43,43,85,17
2021/11/20 6:38,2021/11/20 6:38,33,37 25,37 57,38 22,26,23,46,46,83,44,44,82,18
2021/11/20 6:38,2021/11/20 6:39,34,38 02,38 30,38 55,26,22,46,45,84,42,43,83,19
2021/11/20 6:39,2021/11/20 6:39,39,38 35,39 04,39 29,26,23,46,45,84,43,43,84,19
2021/11/20 6:39,2021/11/20 6:40,38,39 09,39 37,40 08,27,23,46,45,83,44,44,83,19
2021/11/20 6:40,2021/11/20 6:41,34,39 42,40 16,40 46,26,23,46,45,83,43,43,84,18
2021/11/20 6:41,2021/11/20 6:41,39,40 21,40 55,41 20,27,23,46,45,84,42,43,83,19
2021/11/20 6:41,2021/11/20 6:42,38,41 00,41 28,41 59,26,22,46,45,84,43,43,84,19
2021/11/20 6:42,2021/11/20 6:42,33,41 33,42 08,42 37,25,23,46,45,83,45,45,83,19
2021/11/20 6:42,2021/11/20 6:43,35,42 12,42 46,43 10,26,22,46,45,84,43,43,84,19
2021/11/20 6:43,2021/11/20 6:44,37,42 51,43 18,43 45,26,22,46,45,84,42,42,84,19
2021/11/20 6:44,2021/11/20 6:44,36,43 23,43 53,44 22,26,22,46,45,84,45,43,84,19
2021/11/20 6:44,2021/11/20 6:45,48,43 58,44 30,44 58,26,22,46,45,81,44,44,84,19
2021/11/20 6:45,2021/11/20 6:46,41,44 35,45 07,45 46,26,23,46,45,82,44,43,82,19
2021/11/20 6:46,2021/11/20 6:46,34,45 12,45 54,46 27,26,23,46,45,85,43,43,85,18
2021/11/20 6:46,2021/11/20 6:47,34,45 59,46 35,47 01,26,23,46,45,82,45,45,82,18
2021/11/20 6:47,2021/11/20 6:47,38,46 40,47 10,47 35,27,22,46,45,82,44,43,83,19
2021/11/20 6:47,2021/11/20 6:48,34,47 14,47 44,48 13,26,22,46,45,85,42,43,84,18
2021/11/20 6:48,2021/11/20 6:49,33,47 48,48 21,48 47,25,22,46,45,83,43,43,83,19
2021/11/20 6:49,2021/11/20 6:50,35,49 00,49 28,49 55,26,22,46,45,82,44,43,82,19
2021/11/20 6:51,2021/11/20 6:52,44,50 08,50 39,51 54,26,23,46,45,82,46,45,82,19
2021/11/20 6:52,2021/11/20 6:57,311,50 44,52 03,52 38,26,23,46,45,83,44,43,83,18
2021/11/20 6:57,2021/11/20 6:58,43,52 08,52 46,57 49,26,23,46,45,85,43,43,84,19
2021/11/20 6:58,2021/11/20 6:58,36,52 51,57 58,58 32,26,23,46,45,82,45,45,82,19
2021/11/20 6:58,2021/11/20 6:59,37,58 03,58 41,59 08,27,23,46,45,83,43,43,84,18
2021/11/20 6:59,2021/11/20 7:00,41,58 46,59 17,59 45,25,22,46,45,84,43,44,83,19
2021/11/20 7:00,2021/11/20 7:00,35,59 22,59 53,00 26,26,22,46,45,83,44,45,83,18
2021/11/20 7:00,2021/11/20 7:01,42,59 58,00 35,01 01,26,22,46,45,84,43,44,82,19
2021/11/20 7:01,2021/11/20 7:02,36,00 40,01 09,01 43,26,22,46,45,83,45,45,84,19
2021/11/20 7:02,2021/11/20 7:02,33,01 14,01 51,02 19,26,23,46,45,83,43,43,82,18
2021/11/20 7:02,2021/11/20 7:03,39,01 56,02 28,02 52,27,23,46,45,83,43,43,83,18
2021/11/20 7:03,2021/11/20 7:03,40,02 32,03 01,03 31,26,22,46,45,83,44,44,83,19
2021/11/20 7:03,2021/11/20 7:04,32,03 06,03 39,04 11,26,22,46,45,84,43,43,84,18
2021/11/20 7:04,2021/11/20 7:05,38,03 44,04 20,04 43,25,22,46,45,84,43,43,84,18
2021/11/20 7:05,2021/11/20 7:05,39,04 24,04 52,05 21,25,22,46,45,83,44,44,84,19
2021/11/20 7:05,2021/11/20 7:06,43,04 57,05 30,06 00,25,23,46,45,83,45,45,83,18
2021/11/20 7:06,2021/11/20 7:07,35,05 35,06 08,06 43,26,22,46,45,83,43,44,81,18
2021/11/20 7:07,2021/11/20 7:07,36,06 13,06 52,07 18,25,22,46,45,84,43,43,84,19
2021/11/20 7:07,2021/11/20 7:08,46,06 57,07 26,07 55,26,23,46,45,83,44,44,83,19
2021/11/20 7:08,2021/11/20 7:09,38,07 31,08 03,08 40,26,22,46,45,84,43,44,83,18
2021/11/20 7:09,2021/11/20 7:09,35,08 08,08 49,09 18,26,23,46,45,84,44,44,83,18
2021/11/20 7:09,2021/11/20 7:10,38,08 54,09 26,09 53,26,23,46,45,81,44,43,83,18
2021/11/20 7:10,2021/11/20 7:10,35,09 31,10 01,10 31,25,22,46,45,84,43,44,84,18
2021/11/20 7:10,2021/11/20 7:11,36,10 06,10 39,11 07,27,23,46,45,84,42,44,83,19
2021/11/20 7:11,2021/11/20 7:12,34,10 44,11 15,11 42,26,22,46,45,84,43,44,83,18
2021/11/20 7:12,2021/11/20 7:12,41,11 20,11 50,12 17,26,22,46,45,83,45,44,82,18
2021/11/20 7:12,2021/11/20 7:13,35,11 55,12 25,12 57,27,22,46,45,83,43,43,83,18
2021/11/20 7:13,2021/11/20 7:14,47,12 30,13 06,13 32,26,22,46,45,85,42,44,84,18
2021/11/20 7:14,2021/11/20 7:14,34,13 11,13 41,14 19,26,23,46,45,84,43,43,84,18
2021/11/20 7:14,2021/11/20 7:15,38,13 45,14 27,14 53,26,24,46,45,84,43,43,84,19
2021/11/20 7:15,2021/11/20 7:15,35,14 32,15 02,15 31,26,22,46,45,83,44,44,83,19
2021/11/20 7:15,2021/11/20 7:16,38,15 06,15 40,16 06,26,22,46,45,84,43,43,84,19
2021/11/20 7:16,2021/11/20 7:17,39,15 44,16 15,16 44,25,22,46,45,82,45,46,82,18
2021/11/20 7:17,2021/11/20 7:17,38,16 20,16 53,17 23,26,23,46,45,83,47,44,82,19
2021/11/20 7:17,2021/11/20 7:18,34,16 58,17 32,18 01,26,22,46,45,84,44,44,83,19
2021/11/20 7:18,2021/11/20 7:18,37,17 37,18 09,18 35,26,23,46,45,82,45,45,82,19
2021/11/20 7:18,2021/11/20 7:19,35,18 14,18 44,19 12,26,23,46,45,83,44,43,83,19
2021/11/20 7:20,2021/11/20 7:20,36,19 26,19 56,20 25,26,22,46,45,82,44,44,82,19
2021/11/20 7:21,2021/11/20 7:22,86,20 39,21 09,21 40,26,22,46,45,84,43,44,82,19
2021/11/20 7:22,2021/11/20 7:23,36,21 14,21 48,23 06,26,23,46,45,82,44,44,82,18
2021/11/20 7:23,2021/11/20 7:24,37,21 53,23 14,23 42,26,22,46,45,85,42,42,84,18
2021/11/20 7:24,2021/11/20 7:24,37,23 19,23 50,24 19,26,22,46,45,83,43,44,83,19
2021/11/20 7:24,2021/11/20 7:25,44,23 55,24 28,24 56,26,22,46,45,83,44,44,83,18
2021/11/20 7:25,2021/11/20 7:26,47,24 33,25 05,25 40,26,22,46,45,82,44,44,83,18
2021/11/20 7:26,2021/11/20 7:26,38,25 10,25 48,26 27,26,22,46,45,83,44,44,83,18
2021/11/20 7:26,2021/11/20 7:27,55,25 53,26 36,27 05,26,23,46,45,84,44,43,84,19
2021/11/20 7:27,2021/11/20 7:28,33,26 41,27 13,28 00,26,22,46,45,82,45,45,82,18
2021/11/20 7:28,2021/11/20 7:28,27,27 18,28 09,28 33,25,22,46,45,83,44,45,83,19
2021/11/20 7:28,2021/11/20 7:29,43,28 13,28 42,29 00,26,22,46,45,82,45,44,82,18
2021/11/20 7:29,2021/11/20 7:30,38,28 47,29 09,29 43,25,22,46,45,82,43,43,82,19
2021/11/20 7:30,2021/11/20 7:30,32,29 12,29 51,30 21,25,21,46,45,83,44,43,83,4
2021/11/20 7:30,2021/11/20 7:47,1021,47 18,47 26,47 35,25,22,46,45,82,45,45,83,0
2021/11/20 7:47,2021/11/20 7:48,39,47 37,47 48,47 58,26,23,47,47,82,44,44,82,36
2021/11/20 7:48,2021/11/20 7:49,68,47 56,48 06,48 33,25,22,46,46,83,45,45,83,19
2021/11/20 7:49,2021/11/20 7:50,54,48 15,48 42,49 42,26,23,46,45,81,48,44,81,19
2021/11/20 7:50,2021/11/20 7:51,45,48 45,49 50,50 35,25,22,46,45,83,45,45,84,4
