state1,state2,state3,state4,state4,time
1,1,0,0,0,2021/11/20 5:13
2,1,0,0,0,2021/11/20 5:14
1,1,0,0,0,2021/11/20 5:14
2,1,0,0,0,2021/11/20 5:14
1,1,0,0,0,2021/11/20 5:15
2,1,0,0,0,2021/11/20 5:15
1,1,0,0,0,2021/11/20 5:34
2,1,0,0,0,2021/11/20 5:34
1,1,0,0,0,2021/11/20 5:35
2,1,0,0,0,2021/11/20 5:36
2,0,0,0,0,2021/11/20 5:36
1,0,0,0,0,2021/11/20 5:36
2,0,0,0,0,2021/11/20 5:37
1,0,0,0,0,2021/11/20 5:46
2,0,0,0,0,2021/11/20 5:46
1,0,0,0,0,2021/11/20 5:47
1,1,0,0,0,2021/11/20 5:47
1,0,0,0,0,2021/11/20 5:47
1,1,0,0,0,2021/11/20 5:48
1,0,0,0,0,2021/11/20 5:48
1,1,0,0,0,2021/11/20 5:49
1,0,0,0,0,2021/11/20 5:49
1,1,0,0,0,2021/11/20 5:50
1,0,0,0,0,2021/11/20 5:50
1,1,0,0,0,2021/11/20 5:50
1,0,0,0,0,2021/11/20 5:51
1,1,0,0,0,2021/11/20 5:51
1,0,0,0,0,2021/11/20 5:52
1,1,0,0,0,2021/11/20 5:52
1,0,0,0,0,2021/11/20 5:54
1,1,0,0,0,2021/11/20 5:54
2,1,0,0,0,2021/11/20 5:56
1,1,0,0,0,2021/11/20 5:56
2,1,0,0,0,2021/11/20 5:57
1,1,0,0,0,2021/11/20 5:57
2,1,0,0,0,2021/11/20 5:57
1,1,0,0,0,2021/11/20 5:57
2,1,0,0,0,2021/11/20 5:58
1,1,0,0,0,2021/11/20 5:58
2,1,0,0,0,2021/11/20 5:58
1,1,0,0,0,2021/11/20 5:59
2,1,0,0,0,2021/11/20 5:59
1,1,0,0,0,2021/11/20 6:00
2,1,0,0,0,2021/11/20 6:00
1,1,0,0,0,2021/11/20 6:00
2,1,0,0,0,2021/11/20 6:00
1,1,0,0,0,2021/11/20 6:01
2,1,0,0,0,2021/11/20 6:01
1,1,0,0,0,2021/11/20 6:01
2,1,0,0,0,2021/11/20 6:02
1,1,0,0,0,2021/11/20 6:02
2,1,0,0,0,2021/11/20 6:03
1,1,0,0,0,2021/11/20 6:03
2,1,0,0,0,2021/11/20 6:03
1,1,0,0,0,2021/11/20 6:03
2,1,0,0,0,2021/11/20 6:04
1,1,0,0,0,2021/11/20 6:04
2,1,0,0,0,2021/11/20 6:04
1,1,0,0,0,2021/11/20 6:04
2,1,0,0,0,2021/11/20 6:05
1,1,0,0,0,2021/11/20 6:05
2,1,0,0,0,2021/11/20 6:06
1,1,0,0,0,2021/11/20 6:06
2,1,0,0,0,2021/11/20 6:06
1,1,0,0,0,2021/11/20 6:07
2,1,0,0,0,2021/11/20 6:07
1,1,0,0,0,2021/11/20 6:07
2,1,0,0,0,2021/11/20 6:08
1,1,0,0,0,2021/11/20 6:08
2,1,0,0,0,2021/11/20 6:08
1,1,0,0,0,2021/11/20 6:08
2,1,0,0,0,2021/11/20 6:09
1,1,0,0,0,2021/11/20 6:09
2,1,0,0,0,2021/11/20 6:09
1,1,0,0,0,2021/11/20 6:09
2,1,0,0,0,2021/11/20 6:09
1,1,0,0,0,2021/11/20 6:09
2,1,0,0,0,2021/11/20 6:10
1,1,0,0,0,2021/11/20 6:11
2,1,0,0,0,2021/11/20 6:11
1,1,0,0,0,2021/11/20 6:12
2,1,0,0,0,2021/11/20 6:12
1,1,0,0,0,2021/11/20 6:12
2,1,0,0,0,2021/11/20 6:13
1,1,0,0,0,2021/11/20 6:13
2,1,0,0,0,2021/11/20 6:13
1,1,0,0,0,2021/11/20 6:14
2,1,0,0,0,2021/11/20 6:14
1,1,0,0,0,2021/11/20 6:14
2,1,0,0,0,2021/11/20 6:14
1,1,0,0,0,2021/11/20 6:15
2,1,0,0,0,2021/11/20 6:16
1,1,0,0,0,2021/11/20 6:16
2,1,0,0,0,2021/11/20 6:17
1,1,0,0,0,2021/11/20 6:17
2,1,0,0,0,2021/11/20 6:18
1,1,0,0,0,2021/11/20 6:18
2,1,0,0,0,2021/11/20 6:18
1,1,0,0,0,2021/11/20 6:19
2,1,0,0,0,2021/11/20 6:19
1,1,0,0,0,2021/11/20 6:19
2,1,0,0,0,2021/11/20 6:20
1,1,0,0,0,2021/11/20 6:20
2,1,0,0,0,2021/11/20 6:21
1,1,0,0,0,2021/11/20 6:21
2,1,0,0,0,2021/11/20 6:22
1,1,0,0,0,2021/11/20 6:22
2,1,0,0,0,2021/11/20 6:22
1,1,0,0,0,2021/11/20 6:23
2,1,0,0,0,2021/11/20 6:23
1,1,0,0,0,2021/11/20 6:23
2,1,0,0,0,2021/11/20 6:24
1,1,0,0,0,2021/11/20 6:24
2,1,0,0,0,2021/11/20 6:24
1,1,0,0,0,2021/11/20 6:25
2,1,0,0,0,2021/11/20 6:25
1,1,0,0,0,2021/11/20 6:25
2,1,0,0,0,2021/11/20 6:25
1,1,0,0,0,2021/11/20 6:26
2,1,0,0,0,2021/11/20 6:26
1,1,0,0,0,2021/11/20 6:26
2,1,0,0,0,2021/11/20 6:26
1,1,0,0,0,2021/11/20 6:27
2,1,0,0,0,2021/11/20 6:27
1,1,0,0,0,2021/11/20 6:27
2,1,0,0,0,2021/11/20 6:28
1,1,0,0,0,2021/11/20 6:28
2,1,0,0,0,2021/11/20 6:28
1,1,0,0,0,2021/11/20 6:29
2,1,0,0,0,2021/11/20 6:29
1,1,0,0,0,2021/11/20 6:31
2,1,0,0,0,2021/11/20 6:31
1,1,0,0,0,2021/11/20 6:31
2,1,0,0,0,2021/11/20 6:32
1,1,0,0,0,2021/11/20 6:32
2,1,0,0,0,2021/11/20 6:32
1,1,0,0,0,2021/11/20 6:32
2,1,0,0,0,2021/11/20 6:33
1,1,0,0,0,2021/11/20 6:33
2,1,0,0,0,2021/11/20 6:33
1,1,0,0,0,2021/11/20 6:33
2,1,0,0,0,2021/11/20 6:33
1,1,0,0,0,2021/11/20 6:34
2,1,0,0,0,2021/11/20 6:35
1,1,0,0,0,2021/11/20 6:35
2,1,0,0,0,2021/11/20 6:35
1,1,0,0,0,2021/11/20 6:36
2,1,0,0,0,2021/11/20 6:36
1,1,0,0,0,2021/11/20 6:36
2,1,0,0,0,2021/11/20 6:37
1,1,0,0,0,2021/11/20 6:37
2,1,0,0,0,2021/11/20 6:37
1,1,0,0,0,2021/11/20 6:37
2,1,0,0,0,2021/11/20 6:38
1,1,0,0,0,2021/11/20 6:38
2,1,0,0,0,2021/11/20 6:38
1,1,0,0,0,2021/11/20 6:39
2,1,0,0,0,2021/11/20 6:39
1,1,0,0,0,2021/11/20 6:39
2,1,0,0,0,2021/11/20 6:39
1,1,0,0,0,2021/11/20 6:40
2,1,0,0,0,2021/11/20 6:40
1,1,0,0,0,2021/11/20 6:40
2,1,0,0,0,2021/11/20 6:41
1,1,0,0,0,2021/11/20 6:41
2,1,0,0,0,2021/11/20 6:41
1,1,0,0,0,2021/11/20 6:42
2,1,0,0,0,2021/11/20 6:42
1,1,0,0,0,2021/11/20 6:42
2,1,0,0,0,2021/11/20 6:43
1,1,0,0,0,2021/11/20 6:43
2,1,0,0,0,2021/11/20 6:43
1,1,0,0,0,2021/11/20 6:43
2,1,0,0,0,2021/11/20 6:44
1,1,0,0,0,2021/11/20 6:44
2,1,0,0,0,2021/11/20 6:44
1,1,0,0,0,2021/11/20 6:45
2,1,0,0,0,2021/11/20 6:45
1,1,0,0,0,2021/11/20 6:45
2,1,0,0,0,2021/11/20 6:46
1,1,0,0,0,2021/11/20 6:46
2,1,0,0,0,2021/11/20 6:46
1,1,0,0,0,2021/11/20 6:47
2,1,0,0,0,2021/11/20 6:47
1,1,0,0,0,2021/11/20 6:47
2,1,0,0,0,2021/11/20 6:48
1,1,0,0,0,2021/11/20 6:48
2,1,0,0,0,2021/11/20 6:48
1,1,0,0,0,2021/11/20 6:48
2,1,0,0,0,2021/11/20 6:49
1,1,0,0,0,2021/11/20 6:49
2,1,0,0,0,2021/11/20 6:49
1,1,0,0,0,2021/11/20 6:50
2,1,0,0,0,2021/11/20 6:50
1,1,0,0,0,2021/11/20 6:52
2,1,0,0,0,2021/11/20 6:52
1,1,0,0,0,2021/11/20 6:52
2,1,0,0,0,2021/11/20 6:53
1,1,0,0,0,2021/11/20 6:58
2,1,0,0,0,2021/11/20 6:58
1,1,0,0,0,2021/11/20 6:58
2,1,0,0,0,2021/11/20 6:59
1,1,0,0,0,2021/11/20 6:59
2,1,0,0,0,2021/11/20 6:59
1,1,0,0,0,2021/11/20 6:59
2,1,0,0,0,2021/11/20 7:00
1,1,0,0,0,2021/11/20 7:00
2,1,0,0,0,2021/11/20 7:00
1,1,0,0,0,2021/11/20 7:01
2,1,0,0,0,2021/11/20 7:01
1,1,0,0,0,2021/11/20 7:01
2,1,0,0,0,2021/11/20 7:02
1,1,0,0,0,2021/11/20 7:02
2,1,0,0,0,2021/11/20 7:02
1,1,0,0,0,2021/11/20 7:03
2,1,0,0,0,2021/11/20 7:03
1,1,0,0,0,2021/11/20 7:03
2,1,0,0,0,2021/11/20 7:03
1,1,0,0,0,2021/11/20 7:04
2,1,0,0,0,2021/11/20 7:04
1,1,0,0,0,2021/11/20 7:04
2,1,0,0,0,2021/11/20 7:05
1,1,0,0,0,2021/11/20 7:05
2,1,0,0,0,2021/11/20 7:05
1,1,0,0,0,2021/11/20 7:06
2,1,0,0,0,2021/11/20 7:06
1,1,0,0,0,2021/11/20 7:06
2,1,0,0,0,2021/11/20 7:07
1,1,0,0,0,2021/11/20 7:07
2,1,0,0,0,2021/11/20 7:07
1,1,0,0,0,2021/11/20 7:08
2,1,0,0,0,2021/11/20 7:08
1,1,0,0,0,2021/11/20 7:08
2,1,0,0,0,2021/11/20 7:09
1,1,0,0,0,2021/11/20 7:09
2,1,0,0,0,2021/11/20 7:09
1,1,0,0,0,2021/11/20 7:10
2,1,0,0,0,2021/11/20 7:10
1,1,0,0,0,2021/11/20 7:10
2,1,0,0,0,2021/11/20 7:10
1,1,0,0,0,2021/11/20 7:11
2,1,0,0,0,2021/11/20 7:11
1,1,0,0,0,2021/11/20 7:11
2,1,0,0,0,2021/11/20 7:12
1,1,0,0,0,2021/11/20 7:12
2,1,0,0,0,2021/11/20 7:12
1,1,0,0,0,2021/11/20 7:13
2,1,0,0,0,2021/11/20 7:13
1,1,0,0,0,2021/11/20 7:13
2,1,0,0,0,2021/11/20 7:13
1,1,0,0,0,2021/11/20 7:14
2,1,0,0,0,2021/11/20 7:14
1,1,0,0,0,2021/11/20 7:15
2,1,0,0,0,2021/11/20 7:15
1,1,0,0,0,2021/11/20 7:15
2,1,0,0,0,2021/11/20 7:15
1,1,0,0,0,2021/11/20 7:16
2,1,0,0,0,2021/11/20 7:16
1,1,0,0,0,2021/11/20 7:16
2,1,0,0,0,2021/11/20 7:17
1,1,0,0,0,2021/11/20 7:17
2,1,0,0,0,2021/11/20 7:17
1,1,0,0,0,2021/11/20 7:18
2,1,0,0,0,2021/11/20 7:18
1,1,0,0,0,2021/11/20 7:18
2,1,0,0,0,2021/11/20 7:19
1,1,0,0,0,2021/11/20 7:19
2,1,0,0,0,2021/11/20 7:19
1,1,0,0,0,2021/11/20 7:19
2,1,0,0,0,2021/11/20 7:20
1,1,0,0,0,2021/11/20 7:21
2,1,0,0,0,2021/11/20 7:21
1,1,0,0,0,2021/11/20 7:21
2,1,0,0,0,2021/11/20 7:22
1,1,0,0,0,2021/11/20 7:23
2,1,0,0,0,2021/11/20 7:23
1,1,0,0,0,2021/11/20 7:23
2,1,0,0,0,2021/11/20 7:24
1,1,0,0,0,2021/11/20 7:24
2,1,0,0,0,2021/11/20 7:24
1,1,0,0,0,2021/11/20 7:25
2,1,0,0,0,2021/11/20 7:25
1,1,0,0,0,2021/11/20 7:25
2,1,0,0,0,2021/11/20 7:26
1,1,0,0,0,2021/11/20 7:26
2,1,0,0,0,2021/11/20 7:26
1,1,0,0,0,2021/11/20 7:27
2,1,0,0,0,2021/11/20 7:27
1,1,0,0,0,2021/11/20 7:28
2,1,0,0,0,2021/11/20 7:28
1,1,0,1,0,2021/11/20 7:28
2,1,0,1,0,2021/11/20 7:28
1,1,0,1,0,2021/11/20 7:29
2,1,0,1,0,2021/11/20 7:29
2,0,0,1,0,2021/11/20 7:29
1,0,0,1,0,2021/11/20 7:29
2,0,0,1,0,2021/11/20 7:30
1,0,0,1,0,2021/11/20 7:30
2,0,0,1,0,2021/11/20 7:30
1,0,0,1,0,2021/11/20 7:31
1,0,0,0,0,2021/11/20 7:45
1,0,0,1,0,2021/11/20 7:46
1,0,0,0,0,2021/11/20 7:47
1,1,0,0,0,2021/11/20 7:47
1,1,0,1,0,2021/11/20 7:48
2,1,0,1,0,2021/11/20 7:48
1,1,0,1,0,2021/11/20 7:48
2,1,0,1,0,2021/11/20 7:49
2,0,0,1,0,2021/11/20 7:49
1,0,0,1,0,2021/11/20 7:49
2,0,0,1,0,2021/11/20 7:50
1,0,0,1,0,2021/11/20 7:50
2,0,0,1,0,2021/11/20 7:51
1,0,0,1,0,2021/11/20 7:51
