条码,产线信息,设备号,设备状态,目标温度（取锡）,到达时间（取锡）,持续时间（取锡）,释放时间（取锡）,释放温度（取锡）,能量PAIN（取锡）,焊头使用次数（取锡）,目标温度（焊接）,到达时间（焊接）,持续时间（焊接）,释放时间（焊接）,释放温度（焊接）,能量PAIN（焊接）,焊头使用次数（焊接）,目标温度（脱锡）,到达时间（脱锡）,持续时间（脱锡）,释放时间（脱锡）,释放温度（脱锡）,能量PAIN（脱锡）,焊头使用次数（脱锡）,缺陷,缺陷位置,实时温度,入料时间,出料时间
CY6HMPM21B20013229,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20471.0,405.0,20.0,20.0,0.0,395.0,190.0,20471.0,280.0,20.0,10.0,0.0,270.0,190.0,20471.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:12:30,2021-11-25 15:13:00
CY6HMPM21B20014060,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20472.0,405.0,20.0,20.0,0.0,395.0,190.0,20472.0,280.0,20.0,10.0,0.0,270.0,190.0,20472.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 15:12:52,2021-11-25 15:13:26
CY6HMPM21B20013219,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20473.0,405.0,20.0,20.0,0.0,395.0,190.0,20473.0,280.0,20.0,10.0,0.0,270.0,190.0,20473.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 15:13:18,2021-11-25 15:13:44
NO_Line_Bar20211125151413,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20474.0,405.0,20.0,20.0,0.0,395.0,190.0,20474.0,280.0,20.0,10.0,0.0,270.0,190.0,20474.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:13:48,2021-11-25 15:14:13
CY6HMPM21B20013217,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20475.0,405.0,20.0,20.0,0.0,395.0,190.0,20475.0,280.0,20.0,10.0,0.0,270.0,190.0,20475.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 15:14:20,2021-11-25 15:14:47
CY6HMPM21B20014061,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20476.0,405.0,20.0,20.0,0.0,395.0,190.0,20476.0,280.0,20.0,10.0,0.0,270.0,190.0,20476.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 15:14:50,2021-11-25 15:15:16
CY6HMPM21B20014062,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20477.0,405.0,20.0,20.0,0.0,395.0,190.0,20477.0,280.0,20.0,10.0,0.0,270.0,190.0,20477.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 15:15:20,2021-11-25 15:15:44
CY6HMPM21B20013213,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20478.0,405.0,20.0,20.0,0.0,395.0,190.0,20478.0,280.0,20.0,10.0,0.0,270.0,190.0,20478.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 15:15:51,2021-11-25 15:16:21
CY6HMPM21B20013226,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20479.0,405.0,20.0,20.0,0.0,395.0,190.0,20479.0,280.0,20.0,10.0,0.0,270.0,190.0,20479.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:16:14,2021-11-25 15:16:45
CY6HMPM21B20013221,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20480.0,405.0,20.0,20.0,0.0,395.0,190.0,20480.0,280.0,20.0,10.0,0.0,270.0,190.0,20480.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 15:16:36,2021-11-25 15:17:07
CY6HMPM21B20013237,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20481.0,405.0,20.0,20.0,0.0,395.0,190.0,20481.0,280.0,20.0,10.0,0.0,270.0,190.0,20481.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:16:59,2021-11-25 15:17:30
CY6HMPM21B20014058,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20482.0,405.0,20.0,20.0,0.0,395.0,190.0,20482.0,280.0,20.0,10.0,0.0,270.0,190.0,20482.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 15:17:22,2021-11-25 15:17:48
CY6HMPM21B20013227,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20483.0,405.0,20.0,20.0,0.0,395.0,190.0,20483.0,280.0,20.0,10.0,0.0,270.0,190.0,20483.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 15:17:52,2021-11-25 15:18:16
CY6HMPM21B20013224,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20484.0,405.0,20.0,20.0,0.0,395.0,190.0,20484.0,280.0,20.0,10.0,0.0,270.0,190.0,20484.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 15:18:21,2021-11-25 15:18:46
CY6HMPM21B20014080,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20485.0,405.0,20.0,20.0,0.0,395.0,190.0,20485.0,280.0,20.0,10.0,0.0,270.0,190.0,20485.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 15:18:52,2021-11-25 15:19:16
CY6HMPM21B20014065,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20486.0,405.0,20.0,20.0,0.0,395.0,190.0,20486.0,280.0,20.0,10.0,0.0,270.0,190.0,20486.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 15:19:51,2021-11-25 15:20:22
CY6HMPM21B20013241,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20487.0,405.0,20.0,20.0,0.0,395.0,190.0,20487.0,280.0,20.0,10.0,0.0,270.0,190.0,20487.0,"['', '', '', 'Short4', '', '']","['', '', '', '4', '', '']",392.0,2021-11-25 15:20:13,2021-11-25 15:21:02
CY6HMPM21B20013170,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20488.0,405.0,20.0,20.0,0.0,395.0,190.0,20488.0,280.0,20.0,10.0,0.0,270.0,190.0,20488.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 15:20:38,2021-11-25 15:21:20
CY6HMPM21B20014077,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20489.0,405.0,20.0,20.0,0.0,395.0,190.0,20489.0,280.0,20.0,10.0,0.0,270.0,190.0,20489.0,"['NO_Solder1', 'NO_Solder2', '', '', '', '']","['1', '2', '', '', '', '']",97.0,2021-11-25 15:21:06,2021-11-25 15:21:40
CY6HMPM21B20013239,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20490.0,405.0,20.0,20.0,0.0,395.0,190.0,20490.0,280.0,20.0,10.0,0.0,270.0,190.0,20490.0,"['', 'NO_Solder2', '', '', '', '']","['', '2', '', '', '', '']",397.0,2021-11-25 15:21:33,2021-11-25 15:22:03
NO_Line_Bar20211125152234,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20491.0,405.0,20.0,20.0,0.0,395.0,190.0,20491.0,280.0,20.0,10.0,0.0,270.0,190.0,20491.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:22:07,2021-11-25 15:22:33
CY6HMPM21B20014081,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20492.0,405.0,20.0,20.0,0.0,395.0,190.0,20492.0,280.0,20.0,10.0,0.0,270.0,190.0,20492.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 15:23:06,2021-11-25 15:23:35
CY6HMPM21B20014074,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20493.0,405.0,20.0,20.0,0.0,395.0,190.0,20493.0,280.0,20.0,10.0,0.0,270.0,190.0,20493.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 15:23:28,2021-11-25 15:23:59
CY6HMPM21B20014072,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20494.0,405.0,20.0,20.0,0.0,395.0,190.0,20494.0,280.0,20.0,10.0,0.0,270.0,190.0,20494.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 15:23:50,2021-11-25 15:24:21
CY6HMPM21B20013245,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20495.0,405.0,20.0,20.0,0.0,395.0,190.0,20495.0,280.0,20.0,10.0,0.0,270.0,190.0,20495.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:24:13,2021-11-25 15:24:39
CY6HMPM21B20013255,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20496.0,405.0,20.0,20.0,0.0,395.0,190.0,20496.0,280.0,20.0,10.0,0.0,270.0,190.0,20496.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 15:24:43,2021-11-25 15:25:08
CY6HMPM21B20013252,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20497.0,405.0,20.0,20.0,0.0,395.0,190.0,20497.0,280.0,20.0,10.0,0.0,270.0,190.0,20497.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 15:25:12,2021-11-25 15:25:37
CY6HMPM21B20013242,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20498.0,405.0,20.0,20.0,0.0,395.0,190.0,20498.0,280.0,20.0,10.0,0.0,270.0,190.0,20498.0,"['', '', '', '', 'With_Glue5', '']","['', '', '', '', '5', '']",398.0,2021-11-25 15:25:45,2021-11-25 15:26:12
CY6HMPM21B20013751,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20499.0,405.0,20.0,20.0,0.0,395.0,190.0,20499.0,280.0,20.0,10.0,0.0,270.0,190.0,20499.0,"['', '', '', '', 'NO_Solder5', 'With_Glue6']","['', '', '', '', '5', '6']",398.0,2021-11-25 15:26:18,2021-11-25 15:26:45
CY6HMPM21B20013950,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20500.0,405.0,20.0,20.0,0.0,395.0,190.0,20500.0,280.0,20.0,10.0,0.0,270.0,190.0,20500.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 15:27:18,2021-11-25 15:27:43
CY6HMPM21B20013261,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20501.0,405.0,20.0,20.0,0.0,395.0,190.0,20501.0,280.0,20.0,10.0,0.0,270.0,190.0,20501.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 15:29:59,2021-11-25 15:30:24
CY6HMPM21B20014084,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20502.0,405.0,20.0,20.0,0.0,395.0,190.0,20502.0,280.0,20.0,10.0,0.0,270.0,190.0,20502.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 15:30:34,2021-11-25 15:31:03
CY6HMPM21B20014059,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20503.0,405.0,20.0,20.0,0.0,395.0,190.0,20503.0,280.0,20.0,10.0,0.0,270.0,190.0,20503.0,"['', '', '', '', 'NO_Solder5', '']","['', '', '', '', '5', '']",390.0,2021-11-25 15:30:56,2021-11-25 15:31:27
CY6HMPM21B20013249,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20504.0,405.0,20.0,20.0,0.0,395.0,190.0,20504.0,280.0,20.0,10.0,0.0,270.0,190.0,20504.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:31:20,2021-11-25 15:31:49
CY6HMPM21B20014078,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20505.0,405.0,20.0,20.0,0.0,395.0,190.0,20505.0,280.0,20.0,10.0,0.0,270.0,190.0,20505.0,"['', '', '', '', 'NO_Solder5', '']","['', '', '', '', '5', '']",396.0,2021-11-25 15:31:41,2021-11-25 15:32:12
CY6HMPM21B20014091,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20506.0,405.0,20.0,20.0,0.0,395.0,190.0,20506.0,280.0,20.0,10.0,0.0,270.0,190.0,20506.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:32:05,2021-11-25 15:32:35
CY6HMPM21B20014027,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20507.0,405.0,20.0,20.0,0.0,395.0,190.0,20507.0,280.0,20.0,10.0,0.0,270.0,190.0,20507.0,"['', '', '', '', 'With_Glue5', '']","['', '', '', '', '5', '']",398.0,2021-11-25 15:32:27,2021-11-25 15:32:58
CY6HMPM21B20013260,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20508.0,405.0,20.0,20.0,0.0,395.0,190.0,20508.0,280.0,20.0,10.0,0.0,270.0,190.0,20508.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 15:32:50,2021-11-25 15:33:20
CY6HMPM21B20013271,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20509.0,405.0,20.0,20.0,0.0,395.0,190.0,20509.0,280.0,20.0,10.0,0.0,270.0,190.0,20509.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 15:33:13,2021-11-25 15:33:49
CY6HMPM21B20014092,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20510.0,405.0,20.0,20.0,0.0,395.0,190.0,20510.0,280.0,20.0,10.0,0.0,270.0,190.0,20510.0,"['', '', '', '', 'NO_Solder5', '']","['', '', '', '', '5', '']",397.0,2021-11-25 15:33:35,2021-11-25 15:34:09
CY6HMPM21B20013251,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20511.0,405.0,20.0,20.0,0.0,395.0,190.0,20511.0,280.0,20.0,10.0,0.0,270.0,190.0,20511.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:33:58,2021-11-25 15:34:29
CY6HMPM21B20014096,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20512.0,405.0,20.0,20.0,0.0,395.0,190.0,20512.0,280.0,20.0,10.0,0.0,270.0,190.0,20512.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 15:34:21,2021-11-25 15:34:51
CY6HMPM21B20014094,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20513.0,405.0,20.0,20.0,0.0,395.0,190.0,20513.0,280.0,20.0,10.0,0.0,270.0,190.0,20513.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 15:34:43,2021-11-25 15:35:13
CY6HMPM21B20013259,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20514.0,405.0,20.0,20.0,0.0,395.0,190.0,20514.0,280.0,20.0,10.0,0.0,270.0,190.0,20514.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:35:06,2021-11-25 15:35:36
CY6HMPM21B20013274,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20515.0,405.0,20.0,20.0,0.0,395.0,190.0,20515.0,280.0,20.0,10.0,0.0,270.0,190.0,20515.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:35:28,2021-11-25 15:35:59
CY6HMPM21B20013256,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20516.0,405.0,20.0,20.0,0.0,395.0,190.0,20516.0,280.0,20.0,10.0,0.0,270.0,190.0,20516.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 15:35:51,2021-11-25 15:36:21
CY6HMPM21B20014085,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20517.0,405.0,20.0,20.0,0.0,395.0,190.0,20517.0,280.0,20.0,10.0,0.0,270.0,190.0,20517.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 15:36:14,2021-11-25 15:39:20
CY6HMPM21B20014105,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20518.0,405.0,20.0,20.0,0.0,395.0,190.0,20518.0,280.0,20.0,10.0,0.0,270.0,190.0,20518.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:36:37,2021-11-25 15:39:37
NO_Line_Bar20211125153956,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20519.0,405.0,20.0,20.0,0.0,395.0,190.0,20519.0,280.0,20.0,10.0,0.0,270.0,190.0,20519.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 15:39:24,2021-11-25 15:39:55
CY6HMPM21B20013276,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20520.0,405.0,20.0,20.0,0.0,395.0,190.0,20520.0,280.0,20.0,10.0,0.0,270.0,190.0,20520.0,"['', '', '', 'Short4', '', '']","['', '', '', '4', '', '']",398.0,2021-11-25 15:39:42,2021-11-25 15:40:15
CY6HMPM21B20013263,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20521.0,405.0,20.0,20.0,0.0,395.0,190.0,20521.0,280.0,20.0,10.0,0.0,270.0,190.0,20521.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:40:00,2021-11-25 15:40:33
CY6HMPM21B20013168,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20522.0,405.0,20.0,20.0,0.0,395.0,190.0,20522.0,280.0,20.0,10.0,0.0,270.0,190.0,20522.0,"['NO_Solder1', '', '', '', '', '']","['1', '', '', '', '', '']",102.0,2021-11-25 15:40:20,2021-11-25 15:40:56
CY6HMPM21B20013222,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20523.0,405.0,20.0,20.0,0.0,395.0,190.0,20523.0,280.0,20.0,10.0,0.0,270.0,190.0,20523.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",402.0,2021-11-25 15:40:37,2021-11-25 15:41:24
CY6HMPM21B20014106,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20524.0,405.0,20.0,20.0,0.0,395.0,190.0,20524.0,280.0,20.0,10.0,0.0,270.0,190.0,20524.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 15:41:01,2021-11-25 15:41:41
CY6HMPM21B20010334,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20525.0,405.0,20.0,20.0,0.0,395.0,190.0,20525.0,280.0,20.0,10.0,0.0,270.0,190.0,20525.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 15:41:28,2021-11-25 15:41:59
CY6HMPM21B20014099,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20526.0,405.0,20.0,20.0,0.0,395.0,190.0,20526.0,280.0,20.0,10.0,0.0,270.0,190.0,20526.0,"['', '', '', '', 'Short5', '']","['', '', '', '', '5', '']",397.0,2021-11-25 15:41:46,2021-11-25 15:42:19
CY6HMPM21B20013264,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20527.0,405.0,20.0,20.0,0.0,395.0,190.0,20527.0,280.0,20.0,10.0,0.0,270.0,190.0,20527.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:42:05,2021-11-25 15:42:36
CY6HMPM21B20013272,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20528.0,405.0,20.0,20.0,0.0,395.0,190.0,20528.0,280.0,20.0,10.0,0.0,270.0,190.0,20528.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:42:26,2021-11-25 15:42:57
CY6HMPM21B20014104,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20529.0,405.0,20.0,20.0,0.0,395.0,190.0,20529.0,280.0,20.0,10.0,0.0,270.0,190.0,20529.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 15:42:48,2021-11-25 15:43:19
NO_Line_Bar20211125154343,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20530.0,405.0,20.0,20.0,0.0,395.0,190.0,20530.0,280.0,20.0,10.0,0.0,270.0,190.0,20530.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",401.0,2021-11-25 15:43:11,2021-11-25 15:43:42
CY6HMPM21B20013288,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20531.0,405.0,20.0,20.0,0.0,395.0,190.0,20531.0,280.0,20.0,10.0,0.0,270.0,190.0,20531.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 15:43:34,2021-11-25 15:44:05
CY6HMPM21B20010180,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20532.0,405.0,20.0,20.0,0.0,395.0,190.0,20532.0,280.0,20.0,10.0,0.0,270.0,190.0,20532.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 15:43:57,2021-11-25 15:44:28
CY6HMPM21B20014108,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20533.0,405.0,20.0,20.0,0.0,395.0,190.0,20533.0,280.0,20.0,10.0,0.0,270.0,190.0,20533.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:44:20,2021-11-25 15:44:50
CY6HMPM21B20013280,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20534.0,405.0,20.0,20.0,0.0,395.0,190.0,20534.0,280.0,20.0,10.0,0.0,270.0,190.0,20534.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 15:45:16,2021-11-25 15:45:48
CY6HMPM21B20013295,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20535.0,405.0,20.0,20.0,0.0,395.0,190.0,20535.0,280.0,20.0,10.0,0.0,270.0,190.0,20535.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 15:45:41,2021-11-25 15:46:06
CY6HMPM21B20014107,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20536.0,405.0,20.0,20.0,0.0,395.0,190.0,20536.0,280.0,20.0,10.0,0.0,270.0,190.0,20536.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 15:46:17,2021-11-25 15:46:47
CY6HMPM21B20014113,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20537.0,405.0,20.0,20.0,0.0,395.0,190.0,20537.0,280.0,20.0,10.0,0.0,270.0,190.0,20537.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 15:46:39,2021-11-25 15:47:09
CY6HMPM21B20013302,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20538.0,405.0,20.0,20.0,0.0,395.0,190.0,20538.0,280.0,20.0,10.0,0.0,270.0,190.0,20538.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 15:47:02,2021-11-25 15:47:33
CY6HMPM21B20010199,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20539.0,405.0,20.0,20.0,0.0,395.0,190.0,20539.0,280.0,20.0,10.0,0.0,270.0,190.0,20539.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 15:47:24,2021-11-25 15:47:56
