条码,产线信息,设备号,设备状态,目标温度（取锡）,到达时间（取锡）,持续时间（取锡）,释放时间（取锡）,释放温度（取锡）,能量PAIN（取锡）,焊头使用次数（取锡）,目标温度（焊接）,到达时间（焊接）,持续时间（焊接）,释放时间（焊接）,释放温度（焊接）,能量PAIN（焊接）,焊头使用次数（焊接）,目标温度（脱锡）,到达时间（脱锡）,持续时间（脱锡）,释放时间（脱锡）,释放温度（脱锡）,能量PAIN（脱锡）,焊头使用次数（脱锡）,缺陷,缺陷位置,实时温度,入料时间,出料时间
CY6HMPM21B20013997,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20402.0,405.0,20.0,20.0,0.0,395.0,190.0,20402.0,280.0,20.0,10.0,0.0,270.0,190.0,20402.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 14:32:54,2021-11-25 14:33:20
CY6HMPM21B20013129,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20403.0,405.0,20.0,20.0,0.0,395.0,190.0,20403.0,280.0,20.0,10.0,0.0,270.0,190.0,20403.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:33:27,2021-11-25 14:33:51
CY6HMPM21B20013132,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20404.0,405.0,20.0,20.0,0.0,395.0,190.0,20404.0,280.0,20.0,10.0,0.0,270.0,190.0,20404.0,"['', '', 'NO_Solder3', '', '', '']","['', '', '3', '', '', '']",392.0,2021-11-25 14:34:00,2021-11-25 14:34:27
CY6HMPM21B20013105,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20405.0,405.0,20.0,20.0,0.0,395.0,190.0,20405.0,280.0,20.0,10.0,0.0,270.0,190.0,20405.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 14:34:31,2021-11-25 14:35:00
CY6HMPM21B20013998,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20406.0,405.0,20.0,20.0,0.0,395.0,190.0,20406.0,280.0,20.0,10.0,0.0,270.0,190.0,20406.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 14:35:04,2021-11-25 14:35:29
CY6HMPM21B20013138,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20407.0,405.0,20.0,20.0,0.0,395.0,190.0,20407.0,280.0,20.0,10.0,0.0,270.0,190.0,20407.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:35:34,2021-11-25 14:38:30
CY6HMPM21B20013140,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20408.0,405.0,20.0,20.0,0.0,395.0,190.0,20408.0,280.0,20.0,10.0,0.0,270.0,190.0,20408.0,"['', '', '', 'With_Glue4', '', '']","['', '', '', '4', '', '']",399.0,2021-11-25 14:38:33,2021-11-25 14:39:00
CY6HMPM21B20013999,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20409.0,405.0,20.0,20.0,0.0,395.0,190.0,20409.0,280.0,20.0,10.0,0.0,270.0,190.0,20409.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:38:50,2021-11-25 14:39:18
CY6HMPM21B20013948,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20410.0,405.0,20.0,20.0,0.0,395.0,190.0,20410.0,280.0,20.0,10.0,0.0,270.0,190.0,20410.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:39:05,2021-11-25 14:39:40
CY6HMPM21B20013935,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20411.0,405.0,20.0,20.0,0.0,395.0,190.0,20411.0,280.0,20.0,10.0,0.0,270.0,190.0,20411.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 14:39:23,2021-11-25 14:39:58
CY6HMPM21B20013142,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20412.0,405.0,20.0,20.0,0.0,395.0,190.0,20412.0,280.0,20.0,10.0,0.0,270.0,190.0,20412.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 14:39:45,2021-11-25 14:40:16
CY6HMPM21B20013137,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20413.0,405.0,20.0,20.0,0.0,395.0,190.0,20413.0,280.0,20.0,10.0,0.0,270.0,190.0,20413.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 14:40:06,2021-11-25 14:40:57
CY6HMPM21B20014016,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20414.0,405.0,20.0,20.0,0.0,395.0,190.0,20414.0,280.0,20.0,10.0,0.0,270.0,190.0,20414.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 14:40:28,2021-11-25 14:41:15
CY6HMPM21B20013155,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20415.0,405.0,20.0,20.0,0.0,395.0,190.0,20415.0,280.0,20.0,10.0,0.0,270.0,190.0,20415.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 14:41:02,2021-11-25 14:41:35
CY6HMPM21B20013104,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20416.0,405.0,20.0,20.0,0.0,395.0,190.0,20416.0,280.0,20.0,10.0,0.0,270.0,190.0,20416.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:41:26,2021-11-25 14:41:53
NO_Line_Bar20211125144249,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20417.0,405.0,20.0,20.0,0.0,395.0,190.0,20417.0,280.0,20.0,10.0,0.0,270.0,190.0,20417.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 14:42:18,2021-11-25 14:42:49
CY6HMPM21B20013150,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20418.0,405.0,20.0,20.0,0.0,395.0,190.0,20418.0,280.0,20.0,10.0,0.0,270.0,190.0,20418.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 14:42:41,2021-11-25 14:43:11
CY6HMPM21B20013151,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20419.0,405.0,20.0,20.0,0.0,395.0,190.0,20419.0,280.0,20.0,10.0,0.0,270.0,190.0,20419.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:43:03,2021-11-25 14:43:35
CY6HMPM21B20014005,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20420.0,405.0,20.0,20.0,0.0,395.0,190.0,20420.0,280.0,20.0,10.0,0.0,270.0,190.0,20420.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 14:43:27,2021-11-25 14:43:57
CY6HMPM21B20013158,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20421.0,405.0,20.0,20.0,0.0,395.0,190.0,20421.0,280.0,20.0,10.0,0.0,270.0,190.0,20421.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 14:43:49,2021-11-25 14:44:20
CY6HMPM21B20013143,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20422.0,405.0,20.0,20.0,0.0,395.0,190.0,20422.0,280.0,20.0,10.0,0.0,270.0,190.0,20422.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:44:12,2021-11-25 14:44:42
CY6HMPM21B20014015,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20423.0,405.0,20.0,20.0,0.0,395.0,190.0,20423.0,280.0,20.0,10.0,0.0,270.0,190.0,20423.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 14:44:34,2021-11-25 14:45:06
CY6HMPM21B20013173,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20424.0,405.0,20.0,20.0,0.0,395.0,190.0,20424.0,280.0,20.0,10.0,0.0,270.0,190.0,20424.0,"['', '', '', '', 'NO_Solder5', '']","['', '', '', '', '5', '']",395.0,2021-11-25 14:44:57,2021-11-25 14:45:30
NO_Line_Bar20211125144559,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20425.0,405.0,20.0,20.0,0.0,395.0,190.0,20425.0,280.0,20.0,10.0,0.0,270.0,190.0,20425.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 14:45:34,2021-11-25 14:45:59
NO_Line_Bar20211125144821,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20426.0,405.0,20.0,20.0,0.0,395.0,190.0,20426.0,280.0,20.0,10.0,0.0,270.0,190.0,20426.0,"['', '', '', 'NO_Solder4', 'Short5', '']","['', '', '', '4', '5', '']",393.0,2021-11-25 14:47:55,2021-11-25 14:48:20
NO_Line_Bar20211125144858,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20427.0,405.0,20.0,20.0,0.0,395.0,190.0,20427.0,280.0,20.0,10.0,0.0,270.0,190.0,20427.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",393.0,2021-11-25 14:48:31,2021-11-25 14:48:58
CY6HMPM21B20013124,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20428.0,405.0,20.0,20.0,0.0,395.0,190.0,20428.0,280.0,20.0,10.0,0.0,270.0,190.0,20428.0,"['', '', '', '', 'NO_Solder5', '']","['', '', '', '', '5', '']",398.0,2021-11-25 14:49:04,2021-11-25 14:49:30
CY6HMPM21B20013166,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20429.0,405.0,20.0,20.0,0.0,395.0,190.0,20429.0,280.0,20.0,10.0,0.0,270.0,190.0,20429.0,"['', '', '', '', '', 'Short6']","['', '', '', '', '', '6']",397.0,2021-11-25 14:49:41,2021-11-25 14:50:10
CY6HMPM21B20013130,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20430.0,405.0,20.0,20.0,0.0,395.0,190.0,20430.0,280.0,20.0,10.0,0.0,270.0,190.0,20430.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 14:50:03,2021-11-25 14:50:41
CY6HMPM21B20013177,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20431.0,405.0,20.0,20.0,0.0,395.0,190.0,20431.0,280.0,20.0,10.0,0.0,270.0,190.0,20431.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 14:50:53,2021-11-25 14:51:18
CY6HMPM21B20013992,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20432.0,405.0,20.0,20.0,0.0,395.0,190.0,20432.0,280.0,20.0,10.0,0.0,270.0,190.0,20432.0,"['', 'NO_Solder2', '', '', '', '']","['', '2', '', '', '', '']",400.0,2021-11-25 14:51:31,2021-11-25 14:51:57
CY6HMPM21B20013183,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20433.0,405.0,20.0,20.0,0.0,395.0,190.0,20433.0,280.0,20.0,10.0,0.0,270.0,190.0,20433.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 14:52:01,2021-11-25 14:52:26
CY6HMPM21B20013937,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20434.0,405.0,20.0,20.0,0.0,395.0,190.0,20434.0,280.0,20.0,10.0,0.0,270.0,190.0,20434.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 14:52:30,2021-11-25 14:52:54
CY6HMPM21B20013175,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20435.0,405.0,20.0,20.0,0.0,395.0,190.0,20435.0,280.0,20.0,10.0,0.0,270.0,190.0,20435.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 14:53:05,2021-11-25 14:53:30
CY6HMPM21B20013187,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20436.0,405.0,20.0,20.0,0.0,395.0,190.0,20436.0,280.0,20.0,10.0,0.0,270.0,190.0,20436.0,"['NO_Solder1', '', '', '', '', '']","['1', '', '', '', '', '']",44.0,2021-11-25 14:53:43,2021-11-25 14:54:10
CY6HMPM21B20013190,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20437.0,405.0,20.0,20.0,0.0,395.0,190.0,20437.0,280.0,20.0,10.0,0.0,270.0,190.0,20437.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 14:54:14,2021-11-25 14:54:38
CY6HMPM21B20014023,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20438.0,405.0,20.0,20.0,0.0,395.0,190.0,20438.0,280.0,20.0,10.0,0.0,270.0,190.0,20438.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 14:54:46,2021-11-25 14:55:11
CY6HMPM21B20013182,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20439.0,405.0,20.0,20.0,0.0,395.0,190.0,20439.0,280.0,20.0,10.0,0.0,270.0,190.0,20439.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 14:55:16,2021-11-25 14:55:40
CY6HMPM21B20013189,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20440.0,405.0,20.0,20.0,0.0,395.0,190.0,20440.0,280.0,20.0,10.0,0.0,270.0,190.0,20440.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 14:55:47,2021-11-25 14:56:13
CY6HMPM21B20014026,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20441.0,405.0,20.0,20.0,0.0,395.0,190.0,20441.0,280.0,20.0,10.0,0.0,270.0,190.0,20441.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 14:56:21,2021-11-25 14:56:46
CY6HMPM21B20014043,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20442.0,405.0,20.0,20.0,0.0,395.0,190.0,20442.0,280.0,20.0,10.0,0.0,270.0,190.0,20442.0,"['', 'With_Glue2', '', '', '', '']","['', '2', '', '', '', '']",391.0,2021-11-25 14:56:52,2021-11-25 14:57:17
CY6HMPM21B20014036,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20443.0,405.0,20.0,20.0,0.0,395.0,190.0,20443.0,280.0,20.0,10.0,0.0,270.0,190.0,20443.0,"['', 'NO_Solder2', '', '', '', '']","['', '2', '', '', '', '']",49.0,2021-11-25 14:57:27,2021-11-25 14:58:00
CY6HMPM21B20014002,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20444.0,405.0,20.0,20.0,0.0,395.0,190.0,20444.0,280.0,20.0,10.0,0.0,270.0,190.0,20444.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 14:57:53,2021-11-25 14:58:27
CY6HMPM21B20014033,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20445.0,405.0,20.0,20.0,0.0,395.0,190.0,20445.0,280.0,20.0,10.0,0.0,270.0,190.0,20445.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 14:58:31,2021-11-25 14:58:56
CY6HMPM21B20013192,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20446.0,405.0,20.0,20.0,0.0,395.0,190.0,20446.0,280.0,20.0,10.0,0.0,270.0,190.0,20446.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 14:58:47,2021-11-25 14:59:19
CY6HMPM21B20014044,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20447.0,405.0,20.0,20.0,0.0,395.0,190.0,20447.0,280.0,20.0,10.0,0.0,270.0,190.0,20447.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 14:59:11,2021-11-25 14:59:43
CY6HMPM21B20013172,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20448.0,405.0,20.0,20.0,0.0,395.0,190.0,20448.0,280.0,20.0,10.0,0.0,270.0,190.0,20448.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 14:59:36,2021-11-25 15:00:01
CY6HMPM21B20013201,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20449.0,405.0,20.0,20.0,0.0,395.0,190.0,20449.0,280.0,20.0,10.0,0.0,270.0,190.0,20449.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 15:00:12,2021-11-25 15:00:42
CY6HMPM21B20013987,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20450.0,405.0,20.0,20.0,0.0,395.0,190.0,20450.0,280.0,20.0,10.0,0.0,270.0,190.0,20450.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:00:34,2021-11-25 15:01:00
CY6HMPM21B20013193,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20451.0,405.0,20.0,20.0,0.0,395.0,190.0,20451.0,280.0,20.0,10.0,0.0,270.0,190.0,20451.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 15:01:04,2021-11-25 15:01:29
CY6HMPM21B20013198,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20452.0,405.0,20.0,20.0,0.0,395.0,190.0,20452.0,280.0,20.0,10.0,0.0,270.0,190.0,20452.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 15:01:33,2021-11-25 15:01:57
CY6HMPM21B20013194,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20453.0,405.0,20.0,20.0,0.0,395.0,190.0,20453.0,280.0,20.0,10.0,0.0,270.0,190.0,20453.0,"['', '', '', '', 'NO_Solder5', '']","['', '', '', '', '5', '']",396.0,2021-11-25 15:02:01,2021-11-25 15:02:28
CY6HMPM21B20014047,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20454.0,405.0,20.0,20.0,0.0,395.0,190.0,20454.0,280.0,20.0,10.0,0.0,270.0,190.0,20454.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 15:02:43,2021-11-25 15:03:08
CY6HMPM21B20014050,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20455.0,405.0,20.0,20.0,0.0,395.0,190.0,20455.0,280.0,20.0,10.0,0.0,270.0,190.0,20455.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 15:03:30,2021-11-25 15:03:54
CY6HMPM21B20014050,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20456.0,405.0,20.0,20.0,0.0,395.0,190.0,20456.0,280.0,20.0,10.0,0.0,270.0,190.0,20456.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 15:04:01,2021-11-25 15:04:26
CY6HMPM21B20014049,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20457.0,405.0,20.0,20.0,0.0,395.0,190.0,20457.0,280.0,20.0,10.0,0.0,270.0,190.0,20457.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:04:52,2021-11-25 15:05:18
NO_Line_Bar20211125150552,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20458.0,405.0,20.0,20.0,0.0,395.0,190.0,20458.0,280.0,20.0,10.0,0.0,270.0,190.0,20458.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 15:05:26,2021-11-25 15:05:51
CY6HMPM21B20012491,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20459.0,405.0,20.0,20.0,0.0,395.0,190.0,20459.0,280.0,20.0,10.0,0.0,270.0,190.0,20459.0,"['', '', 'NO_Solder3', '', '', '']","['', '', '3', '', '', '']",393.0,2021-11-25 15:06:13,2021-11-25 15:06:38
CY6HMPM21B20014006,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20460.0,405.0,20.0,20.0,0.0,395.0,190.0,20460.0,280.0,20.0,10.0,0.0,270.0,190.0,20460.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 15:07:05,2021-11-25 15:07:29
CY6HMPM21B20014057,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20461.0,405.0,20.0,20.0,0.0,395.0,190.0,20461.0,280.0,20.0,10.0,0.0,270.0,190.0,20461.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 15:08:03,2021-11-25 15:08:32
CY6HMPM21B20014021,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20462.0,405.0,20.0,20.0,0.0,395.0,190.0,20462.0,280.0,20.0,10.0,0.0,270.0,190.0,20462.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 15:08:25,2021-11-25 15:08:57
CY6HMPM21B20013231,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20463.0,405.0,20.0,20.0,0.0,395.0,190.0,20463.0,280.0,20.0,10.0,0.0,270.0,190.0,20463.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 15:08:49,2021-11-25 15:09:20
CY6HMPM21B20014025,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20464.0,405.0,20.0,20.0,0.0,395.0,190.0,20464.0,280.0,20.0,10.0,0.0,270.0,190.0,20464.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",400.0,2021-11-25 15:09:11,2021-11-25 15:09:46
CY6HMPM21B20013209,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20465.0,405.0,20.0,20.0,0.0,395.0,190.0,20465.0,280.0,20.0,10.0,0.0,270.0,190.0,20465.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 15:09:38,2021-11-25 15:10:04
CY6HMPM21B20014048,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20466.0,405.0,20.0,20.0,0.0,395.0,190.0,20466.0,280.0,20.0,10.0,0.0,270.0,190.0,20466.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",395.0,2021-11-25 15:10:10,2021-11-25 15:10:36
CY6HMPM21B20014048,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20467.0,405.0,20.0,20.0,0.0,395.0,190.0,20467.0,280.0,20.0,10.0,0.0,270.0,190.0,20467.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 15:10:46,2021-11-25 15:11:16
NO_Line_Bar20211125151137,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20468.0,405.0,20.0,20.0,0.0,395.0,190.0,20468.0,280.0,20.0,10.0,0.0,270.0,190.0,20468.0,"['', '', 'Short3', '', '', '']","['', '', '3', '', '', '']",395.0,2021-11-25 15:11:08,2021-11-25 15:11:36
CY6HMPM21B20013212,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20469.0,405.0,20.0,20.0,0.0,395.0,190.0,20469.0,280.0,20.0,10.0,0.0,270.0,190.0,20469.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 15:11:40,2021-11-25 15:12:05
CY6HMPM21B20013211,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20470.0,405.0,20.0,20.0,0.0,395.0,190.0,20470.0,280.0,20.0,10.0,0.0,270.0,190.0,20470.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 15:12:09,2021-11-25 15:12:38
